"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Euro area","EMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0087682903873","43.0393817820473","43.0260680755382","43.0566965355924","43.3901676699087","43.5552463088172","43.8681588438073","44.1102122479433","44.6385322638457","45.2818599450319","45.6434770054067","45.6818521424566","46.3124481769389","47.0469032861654","47.3527717510142","48.0279637582244","48.5618613462404","48.9813199688695","49.4570878131436","49.747398976202","49.8936353840497","50.1327397494914","50.5813026565072","50.7249063031594","50.771063334645","50.7616261423033","51.1341505029224","51.266935135739","51.3741810280141","51.6494678104009","51.0805394941271","51.7218646201938",
"Eritrea","ERI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3199996948242","72.1949996948242","72.0810012817383","71.9800033569336","71.890998840332","71.8160018920898","71.8870010375977","71.9769973754883","72.0830001831055","72.1940002441406","72.2969970703125","72.5869979858398","72.8659973144531","73.1330032348633","73.3870010375977","73.6230010986328","73.6119995117188","73.5899963378906","73.5559997558594","73.5039978027344","73.4420013427734","73.2969970703125","73.1689987182617","73.056999206543","72.9580001831055","72.8730010986328","72.9169998168945","72.9359970092773","72.9550018310547","73.0039978027344","67.9499969482422","70.1829986572266",
"Spain","ESP","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4710006713867","32.4599990844727","34.5620002746582","35.0940017700195","36.3110008239746","36.7770004272461","37.2929992675781","38.0460014343262","38.3839988708496","39.0740013122559","40.6679992675781","39.5330009460449","42.1100006103516","43.617000579834","44.9990005493164","46.5009994506836","47.9179992675781","48.976001739502","50.3650016784668","51.4620018005371","52.1609992980957","52.8190002441406","53.4440002441406","53.3839988708496","53.1150016784668","53.1339988708496","53.0499992370605","52.6310005187988","52.4189987182617","52.6889991760254","51.6129989624023","52.6539993286133",
"Estonia","EST","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6439971923828","64.9729995727539","61.9459991455078","59.9990005493164","59.6539993286133","57.9160003662109","56.140998840332","54.3450012207031","52.5359992980957","51.5289993286133","52.6380004882813","52.3320007324219","51.1599998474121","52.4090003967285","53.2910003662109","53.5950012207031","54.7709999084473","54.0410003662109","54.7159996032715","54.6790008544922","55.0859985351563","55.6640014648438","55.3979988098145","55.3899993896484","54.5740013122559","55.9140014648438","56.3479995727539","57.048999786377","57.3629989624023","57.6199989318848","57.5589981079102","57.4529991149902",
"Ethiopia","ETH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.5940017700195","66.5699996948242","66.5589981079102","66.5579986572266","66.5650024414063","67.3539962768555","68.125","68.8860015869141","69.6370010375977","70.3769989013672","71.1050033569336","71.8259963989258","72.5339965820313","73.2300033569336","73.9140014648438","74.5879974365234","74.5490036010742","74.5110015869141","74.4720001220703","74.4329986572266","74.3929977416992","74.3529968261719","74.3119964599609","74.2730026245117","74.3690032958984","74.4680023193359","74.5510025024414","74.6389999389648","74.7289962768555","74.8170013427734","71.0289993286133","72.3349990844727",
"European Union","EUU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2775498853006","46.0989972616641","46.0778728755542","45.9033452813493","45.9373564491119","45.8383666473695","45.8314402802478","46.018400716378","46.3466031666358","46.82967342315","47.1019239918472","47.0796996516739","47.1607294152834","47.5025518312266","47.6710229667143","48.1226144803322","48.5371773595318","48.8311070191781","49.1932533251717","49.4585863528527","49.5856906844947","49.7706843369671","50.2030377204748","50.3465950352235","50.4689478982785","50.4548031479735","50.7140698535839","50.948849742071","51.0451003833428","51.248444375789","50.7248944098124","51.3335750743707",
"Fragile and conflict affected situations","FCS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.4505051683629","55.4705034221699","55.3725666982904","55.2767672109525","55.1684751743452","55.2345293567891","55.1764109987537","55.1656623965909","55.1408425772103","55.1345657549583","55.1191976512936","54.9572231175674","54.711754257935","54.4824271545294","54.4116898192202","54.3064047189697","53.9770594747422","53.6748697867049","53.3669298669104","53.0106917506683","52.6788567927955","52.5462360364805","51.7921208912569","51.2935507552059","51.1455031610004","51.0793323623383","50.8583358690779","50.4427025986474","50.3624017753546","49.9370257485979","48.1046575357814","48.2660614835909",
"Finland","FIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9809989929199","57.7179985046387","56.3279991149902","55.492000579834","54.7770004272461","56.2490005493164","54.5919990539551","54.8339996337891","55.0999984741211","56.1459999084473","56.1879997253418","56.5330009460449","56.8569984436035","56.5260009765625","56.3089981079102","56.7490005493164","57.0460014343262","57.3549995422363","57.3689994812012","56.9449996948242","56.007999420166","55.7859992980957","55.9679985046387","55.5169982910156","55.4659996032715","55.5950012207031","54.9900016784668","55.1889991760254","55.8790016174316","55.7890014648438","55.25","56.4599990844727",
"Fiji","FJI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","39.5499992370605","39.4790000915527","39.4679985046387","39.4220008850098","39.4090003967285","39.3720016479492","38.9690017700195","38.564998626709","38.1570014953613","37.7470016479492","37.3250007629395","36.9020004272461","36.4790000915527","36.0579986572266","34.8339996337891","36.5719985961914","38.3349990844727","40.1209983825684","41.923999786377","43.7389984130859","45.5620002746582","44.1380004882813","42.7309989929199","41.3390007019043","39.8009986877441","38.2840003967285","38.2960014343262","38.3079986572266","38.314998626709","37.9570007324219","37.701000213623",
"France","FRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6220016479492","46.8219985961914","47.2480010986328","47.7200012207031","47.9199981689453","48.1660003662109","48.5550003051758","48.2400016784668","48.5589981079102","48.898998260498","49.0660018920898","48.8709983825684","49.0849990844727","50.3199996948242","50.1349983215332","50.4560012817383","50.5200004577637","50.8969993591309","51.101001739502","51.4440002441406","51.4550018310547","51.3230018615723","51.5410003662109","51.7299995422363","51.6389999389648","51.5870018005371","51.5270004272461","51.3050003051758","51.423999786377","51.2519989013672","50.6220016479492","51.8969993591309",
"Faroe Islands","FRO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3740005493164","38.3120002746582","38.265998840332","38.2360000610352","38.2239990234375","38.2309989929199","38.2369995117188","38.2630004882813","38.3079986572266","38.367000579834","38.439998626709","38.5340003967285","38.6389999389648","38.75","38.8600006103516","38.9620018005371","39.1180000305176","39.2589988708496","39.3819999694824","39.4850006103516","39.568000793457","39.6790008544922","39.7809982299805","39.8600006103516","39.9150009155273","39.9550018310547","39.8450012207031","39.7470016479492","39.6629981994629","39.6020011901855","39.0009994506836","39.117000579834",
"United Kingdom","GBR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4970016479492","52.318000793457","52.4700012207031","52.5429992675781","52.5890007019043","52.5620002746582","52.9949989318848","53.3979988098145","53.4290008544922","53.7910003662109","54.193000793457","54.0849990844727","54.6469993591309","54.5620002746582","54.9259986877441","55.3899993896484","55.8940010070801","55.673999786377","55.9570007324219","56.1399993896484","56.0559997558594","56.1949996948242","56.4029998779297","56.7490005493164","57.0190010070801","57.1969985961914","57.4949989318848","57.7900009155273","58.0260009765625","58.4609985351563","58.6030006408691","58.0439987182617",
"Georgia","GEO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2029991149902","57.8930015563965","58.6669998168945","59.5379981994629","60.5209999084473","59.8610000610352","58.4370002746582","57.1920013427734","56.6910018920898","58.109001159668","55.0009994506836","58.0629997253418","55.8359985351563","57.4300003051758","56.7700004577637","55.8470001220703","53.560001373291","54.8199996948242","54.0540008544922","54.5","55.6769981384277","56.0229988098145","57.1529998779297","56.3310012817383","57.242000579834","58.8880004882813","57.798999786377","56.6230010986328","55.5340003967285","54.5099983215332","50.7330017089844","50.9949989318848",
"Ghana","GHA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.4219970703125","76.4589996337891","76.0479965209961","75.6320037841797","75.2109985351563","74.786003112793","74.3560028076172","73.9209976196289","73.4820022583008","73.0380020141602","72.5899963378906","72.1139984130859","71.6340026855469","71.1490020751953","70.6589965820313","70.1650009155273","69.6660003662109","69.1620025634766","68.6539993286133","68.140998840332","67.6240005493164","67.1039962768555","66.5790023803711","66.0500030517578","65.5179977416992","64.9810028076172","65.0410003662109","65.1139984130859","65.1940002441406","65.2789993286133","64.6569976806641","64.5270004272461",
"Gibraltar","GIB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4269981384277","63.306999206543","63.2179985046387","63.1549987792969","63.1139984130859","63.0909996032715","63.0069999694824","62.9490013122559","62.9140014648438","62.9010009765625","62.9109992980957","62.8390007019043","62.7939987182617","62.773998260498","62.7729988098145","62.7869987487793","62.810001373291","62.8440017700195","62.8889999389648","62.9440002441406","63.0069999694824","63.0699996948242","63.1450004577637","63.2290000915527","63.318000793457","63.4090003967285","63.5530014038086","63.7019996643066","63.8559989929199","64.0139999389648","61.4869995117188","62.0610008239746",
"Gambia, The","GMB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3720016479492","45.1559982299805","44.9809989929199","44.8359985351563","45.0999984741211","45.3699989318848","45.6539993286133","45.9449996948242","46.2369995117188","46.5289993286133","46.8170013427734","47.0999984741211","47.3819999694824","47.6609992980957","47.9389991760254","48.2159996032715","48.4879989624023","48.7610015869141","49.0320014953613","49.3040008544922","49.576000213623","49.8470001220703","50.117000579834","50.1679992675781","50.2200012207031","50.273998260498","50.2929992675781","50.3219985961914","50.3610000610352","50.4140014648438","48.1150016784668","48.9169998168945",
"Guinea-Bissau","GNB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6349983215332","63.6199989318848","63.6110000610352","63.6139984130859","63.6380004882813","63.6860008239746","63.681999206543","63.7080001831055","63.7519989013672","63.8030014038086","63.8549995422363","63.9119987487793","63.9749984741211","64.0439987182617","64.1179962158203","64.193000793457","64.2330017089844","64.2760009765625","64.3170013427734","64.3550033569336","64.3889999389648","64.3970031738281","64.411003112793","64.4280014038086","64.4469985961914","64.4700012207031","64.4820022583008","64.5019989013672","64.5309982299805","64.5709991455078","63.6230010986328","63.8680000305176",
"Equatorial Guinea","GNQ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4980010986328","49.4630012512207","49.3969993591309","49.3330001831055","49.3129997253418","49.351001739502","49.4370002746582","49.576000213623","49.7319984436035","49.8680000305176","49.9739990234375","50.0519981384277","50.1380004882813","50.2029991149902","50.2389984130859","50.2560005187988","50.3279991149902","50.4059982299805","50.4679985046387","50.5209999084473","50.5820007324219","50.6259994506836","50.7130012512207","50.8030014038086","50.8870010375977","50.9780006408691","51.007999420166","51.0849990844727","51.1689987182617","51.2509994506836","49.4140014648438","49.9259986877441",
"Greece","GRC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1430015563965","32.8580017089844","33.9300003051758","34.2249984741211","34.6570014953613","35.0970001220703","36.185001373291","35.8199996948242","39.2859992980957","40.2280006408691","40.2360000610352","39.4560012817383","39.9910011291504","40.6450004577637","41.9700012207031","42.0200004577637","42.3400001525879","42.2599983215332","42.3549995422363","43.4379997253418","44.0139999389648","43.7120018005371","43.9150009155273","43.685001373291","44.0390014648438","44.6730003356934","44.9529991149902","44.6710014343262","44.2529983520508","44.3569984436035","43.4410018920898","43.2970008850098",
"Grenada","GRD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6399993896484","39.7779998779297","40.0009994506836","40.1570014953613","40.3479995727539","40.6459999084473","40.7439994812012","41.0050010681152","41.3409996032715","41.5769996643066","41.7709999084473","41.8790016174316","42.1080017089844","42.2309989929199","42.4389991760254","42.1539993286133","41.8650016784668","41.5740013122559","41.2840003967285","40.9930000305176","40.7039985656738","40.4150009155273","40.1920013427734","39.9700012207031","40.2550010681152","38.7099990844727","39.7770004272461","38.9010009765625","39.193000793457","39.5219993591309","36.273998260498","37.3629989624023",
"Guam","GUM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5009994506836","59.5309982299805","59.5839996337891","59.648998260498","59.7200012207031","59.7890014648438","59.8549995422363","59.9199981689453","59.9830017089844","60.0419998168945","60.0950012207031","58.117000579834","54.4379997253418","53.548999786377","52.6549987792969","54.8489990234375","55.2540016174316","48.3730010986328","50.9020004272461","53.4140014648438","56.4970016479492","56.181999206543","56.257999420166","56.3209991455078","56.3790016174316","56.3790016174316","56.367000579834","56.3470001220703","56.3050003051758","56.3330001831055","53.5429992675781","53.9410018920898",
"Guyana","GUY","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0960006713867","37.7830009460449","38.5180015563965","39.2200012207031","38.6910018920898","38.1500015258789","37.5690002441406","36.9780006408691","36.382999420166","35.7919998168945","35.2109985351563","34.6629981994629","34.1160011291504","34.5620002746582","35.0219993591309","35.4970016479492","35.9889984130859","36.5040016174316","37.0299987792969","37.5530014038086","38.064998626709","38.5699996948242","39.0610008239746","39.5470008850098","40.0410003662109","40.5499992370605","41.0730018615723","41.6069984436035","42.1520004272461","42.5060005187988","39.6889991760254","40.3040008544922",
"High income","HIC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0966227464483","49.4917223240673","49.6384917673086","49.5656827013484","49.8677024908307","49.9250265327554","50.098155974547","50.4534606894731","50.479920055854","50.7593724532684","50.9219972330962","50.899041021209","50.9140963062291","51.0248192161696","51.1155666614541","51.4269860807461","51.7222574385034","51.8630224187186","52.1074942122134","52.1356990316076","52.0425802594116","52.0341966983844","52.1438057602747","52.2117133890096","52.3325430129099","52.3622141543925","52.6408622447518","52.9097307423926","53.1851544885209","53.622609057548","52.933728160777","53.1452289057567",
"Hong Kong SAR, China","HKG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6269989013672","47.806999206543","46.2970008850098","46.5740013122559","47.2519989013672","47.5359992980957","47.8079986572266","48.0550003051758","48.7099990844727","48.8440017700195","48.9799995422363","50.6529998779297","51.935001373291","51.5950012207031","51.8160018920898","51.9150009155273","52.6269989013672","53.0620002746582","53.148998260498","53.2410011291504","51.9080009460449","52.943000793457","53.5289993286133","54.4790000915527","54.5349998474121","54.7210006713867","54.7799987792969","55.0499992370605","55.1049995422363","54.9389991760254","54.1629981994629","53.523998260498",
"Honduras","HND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4519996643066","43.9819984436035","44.3839988708496","44.8339996337891","44.7190017700195","45.1370010375977","45.1619987487793","45.4290008544922","45.6080017089844","45.4090003967285","43.701000213623","43.2779998779297","42.8600006103516","42.4500007629395","42.0460014343262","41.648998260498","38.7099990844727","38.0699996948242","39.6689987182617","41.1399993896484","42.8600006103516","39.8839988708496","38.4900016784668","43.5960006713867","46.1780014038086","46.7150001525879","46.0660018920898","45.9210014343262","50.1669998168945","44.673999786377","41.3400001525879","42.3300018310547",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4730828868303","63.4255926922501","63.3190985507173","63.2369661086337","63.1624216794448","63.2373290729912","63.3239401829936","63.4005833199696","63.4916691170953","63.5789249493639","63.6311422215785","63.6904565855293","63.7794257487946","63.8565735175445","63.9178655997004","63.9644477149951","63.7466241212086","63.4605686876196","63.1659920429823","62.8575170968502","62.5166678122577","62.199813877164","61.7683163130907","61.6906506442567","61.6238405804454","61.5444838192857","61.628502134719","61.7290936568172","61.9427342478979","61.9015942349928","59.8657232210582","60.4714901791382",
"Croatia","HRV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7400016784668","46.0340003967285","45.7750015258789","45.5229988098145","45.2770004272461","45.0369987487793","44.8009986877441","44.5709991455078","44.3460006713867","44.1240005493164","43.9049987792969","42.3689994812012","43.9049987792969","42.7490005493164","43.5480003356934","42.5449981689453","42.7369995117188","45.1310005187988","45.7369995117188","46.7130012512207","46.1459999084473","44.6269989013672","44.5589981079102","44.6069984436035","46.451000213623","46.9020004272461","45.4560012817383","45.5960006713867","45.5299987792969","45.1969985961914","44.7029991149902","45.9249992370605",
"Haiti","HTI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8230018615723","56.8880004882813","56.9589996337891","57.0359992980957","57.1180000305176","57.2050018310547","57.1430015563965","57.0849990844727","57.0330009460449","56.9860000610352","56.9449996948242","57.2560005187988","57.5660018920898","57.8769989013672","58.1870002746582","58.4959983825684","58.935001373291","59.3730010986328","59.8089981079102","60.2439994812012","60.6769981384277","61.185001373291","61.4490013122559","61.8499984741211","62.1049995422363","62.2019996643066","62.298999786377","62.3650016784668","62.4620018005371","62.3190002441406","60.1730003356934","60.6860008239746",
"Hungary","HUN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5250015258789","46.701000213623","46.7639999389648","44.7490005493164","42.7789993286133","40.6119995117188","39.9529991149902","39.109001159668","40.5260009765625","41.4620018005371","41.6790008544922","41.1069984436035","41.3699989318848","42.3400001525879","42.2229995727539","43.0530014038086","43.3759994506836","42.9570007324219","42.7179985046387","42.8240013122559","43.7610015869141","43.9570007324219","44.9739990234375","45.1349983215332","46.4630012512207","47.3699989318848","48.0509986877441","48.3849983215332","48.7140007019043","48.7869987487793","48.5449981689453","52.0639991760254",
"IBRD only","IBD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.9495825722008","51.7684635121832","51.7619350089569","51.4927296043341","51.5133519132528","51.3650598024088","51.1220007843475","50.930192946691","50.8157558740948","50.8100908746138","50.661237764372","50.4055401476563","50.1180403469584","49.9514259089479","49.8148758435755","49.7160409314921","49.1818605491953","48.8570998557905","48.2293918797802","47.73953605074","47.0902313941454","46.7264527556652","46.347117833612","46.0827320511505","45.868460698989","45.7380872548055","45.560361992441","45.342341682617","45.1155428388853","45.1992500682206","43.0036330045356","43.4256448078814",
"IDA & IBRD total","IBT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7663314652218","51.668521185452","51.6582310001402","51.4387502701348","51.4662028533901","51.3107668718382","51.1317387862339","50.9973391736991","50.911297477652","50.9226391164072","50.8051272255994","50.5923723574085","50.3419304211112","50.2052637559673","50.0901272593137","50.0054800394667","49.5442930503787","49.2560540215367","48.7375529955465","48.3445201741968","47.8401832594879","47.5525851329104","47.1850128253455","46.9310161994867","46.7773971998487","46.7256404940827","46.5800642949134","46.4685416701237","46.306377842183","46.3671227117556","44.2897749445412","44.7042927343195",
"IDA total","IDA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8559878442482","51.1765205904278","51.1521543961608","51.1775950823762","51.2402319844845","51.0533424818382","51.1775876923754","51.3104831515777","51.352100894904","51.4365606973198","51.4559019030833","51.4295565568609","51.3369321470116","51.3245459888801","51.2931783175936","51.257464653615","51.0954121651976","50.9427775319055","50.8577828806622","50.8346953375306","50.8841407124751","50.8610471965318","50.4976138651739","50.2408063418725","50.2755409677941","50.4724197836144","50.3939599509592","50.6196941565061","50.6285377372376","50.5382194375915","48.8070863185312","49.1191950008981",
"IDA blend","IDB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9450551273019","42.9834840826701","43.1724623382027","43.4082806157257","43.6528616882955","42.9977386990316","43.4150612696374","43.826943383432","43.8872229577087","43.9929399269886","44.1153949196148","43.9980501005911","43.898321176258","44.0830394387614","44.2467394781151","44.3252786825499","44.3944521609121","44.3650099871389","44.3035439407963","44.4904995420508","44.6696877797293","44.6842440543378","43.9401659079729","43.1994509594771","43.1374088563748","43.3801261968849","42.9070512981647","42.4768978658764","42.0565043621557","41.9289211039719","40.7938225114218","41.0430956792626",
"Indonesia","IDN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.3709983825684","49.4259986877441","50.2820014953613","49.3450012207031","50.6069984436035","50.6209983825684","50.6290016174316","49.7910003662109","51.0519981384277","51.1279983520508","51.6310005187988","49.9449996948242","48.007999420166","47.8019981384277","47.189998626709","46.0340003967285","45.9599990844727","49.7910003662109","50.3330001831055","50.2509994506836","50.9230003356934","50.9370002746582","51.4449996948242","50.673999786377","50.5989990234375","50.7350006103516","50.9090003967285","51.9640007019043","53.0900001525879","53.9249992370605","53.1759986877441","53.7039985656738",
"IDA only","IDX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2671015284481","55.2278303718819","55.0945512784764","55.0134411226072","54.9835813104484","55.0251851312251","55.0084924019988","55.0077474041971","55.0438348063177","55.1202934400395","55.0921411346031","55.1124938743914","55.0251011033227","54.9168182870025","54.7905276536992","54.6997786202571","54.4243578203251","54.2121264176227","54.1173577954629","53.991953472571","53.9816819186425","53.9413715308272","53.7667333480754","53.7501011589492","53.8314980744808","54.0030334925742","54.1160099384453","54.6616477803929","54.8768039118396","54.7984905205647","52.7667614400708","53.1041185370848",
"Isle of Man","IMN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.443000793457","30.4529991149902","30.4930000305176","30.5699996948242","30.6919994354248","30.6560001373291","30.621000289917","30.5839996337891","30.5480003356934","30.511999130249","30.4769992828369","30.7709999084473","31.0650005340576","31.3619995117188","31.6580009460449","31.9549999237061","30.7119998931885","29.4899997711182","28.2900009155273","27.1140003204346","25.9650001525879","24.5090007781982","23.0990009307861","22.6499996185303","22.2080001831055","21.7749996185303","21.3509998321533","20.9340000152588","20.5259990692139","21.1790008544922","18.6030006408691","19.2329998016357",
"Not classified","INX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.398998260498","39.0009994506836","38.9199981689453","40.5629997253418","41.5719985961914","42.1059989929199","43.5970001220703","44.6920013427734","46.976001739502","48.9879989624023","50.0810012817383","50.2439994812012","51.2849998474121","51.7490005493164","51.9599990844727","54.5480003356934","55.382999420166","57.0149993896484","56.8489990234375","56.1189994812012","55.2430000305176","54.9620018005371","54.7639999389648","55.2690010070801","54.9309997558594","54.8520011901855","55.5880012512207","55.6479988098145","56.0379981994629","56.2379989624023","55.0880012512207","56.5260009765625",
